"Path","Title","Description","H1","H2","Main","Words","Bailout","MainToH1"
"products\catalog\r-732-receiving-card\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\remote-control-wall-panel\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\scheduler-based-audio-control-system\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\skyworth-smart-board-4k-75\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\skyworth-smart-board-4k-86\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\smart-board-55\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\smart-board-65\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\smart-board-75\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\smart-board-86\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\source-player-usb-fm-mp3\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\speed-lane-turnstile-automatic-pedestrian-access-gate\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\swing-turnstile-mechanical-automatic-barrier-gate\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\tgw-pt020-counter-sliding-gate-turnstile\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\traditional-pa-amplifiers\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\tripod-turnstile-gate-ds1000\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\tripod-turnstile-gate-ds112\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\tripod-turnstiles-2\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\turnstile-gate-ds-q30\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\turnstile-gate-dsn-30\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\vanwinda-smart-board-4k-65\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\vanwinda-smart-board-4k-75\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\vanwinda-smart-board-4k-86\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\voting-recording-systems\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\wall-mounted-speakers\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\catalog\zone-selector\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\ceiling-speakers\index.html","Ceiling Speakers | PA System Cambodia","Key Features","1","1","2","385","False","20643"
"products\central-control-units\index.html","Central Control units | PA System Cambodia","Central Control units for PA system installations in Cambodia.","1","1","2","556","False","20653"
"products\column-speakers\index.html","Column Speakers | PA System Cambodia","Column Speakers for PA system installations in Cambodia.","1","1","2","385","False","20641"
"products\dante-audio-processors\index.html","Dante Audio Processors | PA System Cambodia","Key Features","1","1","2","361","False","20655"
"products\dante-ceiling-wall-speakers\index.html","Dante Ceiling | Wall Speakers | PA System Cambodia","Key Features","1","1","2","363","False","20667"
"products\dante-control-panels\index.html","Dante Control Panels | PA System Cambodia","Key Features","1","1","2","361","False","20651"
"products\dante-i-o-interfaces\index.html","Dante I/O Interfaces | PA System Cambodia","Key Features","1","1","2","363","False","20651"
"products\desktop-broadcast-microphones\index.html","Desktop Broadcast Microphones | PA System Cambodia","Desktop Broadcast Microphones for PA system installations in Cambodia.","1","1","2","391","False","20669"
"products\digitally-managed-pa-matrix-controllers-2\index.html","Digitally managed PA matrix controllers | PA System Cambodia","Key Features:","1","1","2","560","False","20691"
"products\ds-q20-turnstile-gate-advanced-access-control-system\index.html","DS-Q20 Turnstile Gate Advanced Access Control System in Cambodia","DS-Q20 Turnstile Gate: High durability, bi-directional access, 40 people/min, automatic arms, LED indicators, operates from -20??C to 75??C","1","1","2","378","False","20715"
"products\ds-tm-turnstile-gate\index.html","DS-TM Turnstile Gate in Cambodia","DS-TM turnstile gate for secure entry control in Cambodia.","1","1","2","356","False","20659"
"products\ds-tmg-turnstile-gate\index.html","DS-TMG Turnstile Gate in Cambodia","DS-TMG turnstile gate for secure entry control in Cambodia.","1","1","2","355","False","20653"
"products\ds-tms-turnstile-gate\index.html","DS-TMS Turnstile Gate in Cambodia","DS-TMS turnstile gate for secure entry control in Cambodia.","1","1","2","356","False","20684"
"products\ds2000-turnstile-gate-price-in-cambodia\index.html","DS2000 Swing Turnstile Gate Price in Cambodia","DS2000 Swing Turnstile Gate Price in Cambodia.","1","1","2","369","False","20695"
"products\ds212-turnstile-gate\index.html","DS212 Swing Turnstile Gate in Cambodia","DS212 Swing Turnstile Gate Price in Cambodia","1","1","2","366","False","20657"
"products\ds7100-automatic-speed-gate\index.html","DS7100 Automatic Speed Gate Turnstile for Access Control in Cambodia","The DS7100 Automatic Speed Gate Turnstile features a 304 stainless steel body, a Plexiglas arm, a single/bi-directional mode, a 600???1200 mm passage, and a 45???55 person/min speed.","1","1","2","399","False","20694"
"products\ds7200-speed-gate-turnstile\index.html","DS7200 Speed Gate Turnstile for Secure Access in Cambodia","DS7200 Speed Gate Turnstile features stainless steel body, plexiglass arm, single/bi-directional access, IP54 protection, IR sensors, smooth pedestrian flow.","1","1","2","387","False","20683"
"products\ds7300-speed-gate-turnstile\index.html","DS7300 Speed Gate Turnstile for Secure Access in Cambodia","DS7300 Speed Gate Turnstile with stainless steel body, Plexiglas arm, single/bi-directional access, 45???55 persons/min flow, and IR sensors.","1","1","2","383","False","20683"
"products\dsn-20-swing-turnstile-gate\index.html","DSN-20 Swing Turnstile Gate Price in Cambodia","DSN-20 Swing Turnstile Gate Price in Cambodia.","1","1","2","372","False","20683"
"products\flap-barrier-turnstile-ds312\index.html","Flap Barrier Turnstile DS312 with Stainless Steel Body in Cambodia","Flap Barrier Turnstile DS312 with stainless steel body, infrared sensors, bi-directional access, and fast flow rate for indoor &amp;amp; outdoor security control.","1","1","2","387","False","20693"
"products\flap-barrier-turnstile-gate-ds318\index.html","Flap Barrier Turnstile Gate DS318 with Stainless Steel Body in Cambodia","Flap Barrier Turnstile gate DS318 with stainless steel body, wide passage option, infrared sensors, and bi-directional access for secure indoor &amp;amp; outdoor use.","1","1","2","382","False","20703"
"products\flap-turnstile-stainless-steel-double-wing-pedestrian-gate\index.html","Flap Turnstile ??? Stainless Steel Double Wing Pedestrian Gate in Cambodia","Key features Configurable operation modes: auto, one-way, or two-way Dual synchronized wings for smooth, coordinated movement Anti-collision safety with gentle gate retraction Automatic reset if passage is not completed within set time Integration with access control, ticketing, and biometric systems Three pairs of infrared sensors for safety and security LED direction indicators for user guidance Durable 304 stainless steel construction Handles 30???45 persons per minute","1","1","2","435","False","20731"
"products\full-height-turnstile-ds403\index.html","Full Height Turnstile DS403 Triple Lane Gate in Cambodia","Full Height Turnstile DS403 triple lane with stainless steel body, high security design and bi-directional access for indoor &amp;amp; outdoor control.","1","1","2","385","False","20682"
"products\full-height-turnstile-ds412\index.html","Full Height Turnstile DS412 Dual Lane Gate in Cambodia","Full Height Turnstile DS412 dual lane with stainless steel structure, high security design, and bi-directional access for indoor &amp;amp; outdoor control.","1","1","2","385","False","20680"
"products\full-height-turnstile-ds413-triple-lane-gate\index.html","Full Height Turnstile DS413 Triple Lane Gate in Cambodia","Full Height Turnstile DS413 triple lane with stainless steel structure, bi-directional access and high security design for indoor &amp;amp; outdoor use.","1","1","2","378","False","20699"
"products\full-height-turnstile-gate-ds411\index.html","Full Height Turnstile  DS411 with Stainless Steel in Cambodia","Full Height Turnstile Gate DS411 with stainless steel body, bi-directional access, rotor options, and high security design for indoor &amp;amp; outdoor control.","1","1","2","386","False","20692"
"products\g-energy-5v-30a-power-supply\index.html","G-Energy 5V 30A Power Supply | LED Display SMPS","G-Energy 5V 30A (150W) LED display power supply with stable output and wide AC input for LED cabinets.","1","1","2","463","False","20651"
"products\g-energy-5v-40a-led-display-power-supply\index.html","G-Energy 5V 40A Power Supply | LED Display 200W","G-Energy 5V 40A (200W) LED display power supply with stable output and wide AC input.","1","1","2","458","False","20663"
"products\gooseneck-microphones\index.html","Gooseneck Microphones | PA System Cambodia","Gooseneck Microphones for PA system installations in Cambodia.","1","1","2","389","False","20653"
"products\hd-r516-receiving-card\index.html","HD-R516 Receiving Card | LED Display Controller","HD-R516 receiving card with 16 HUB75E ports, 256 x 512 pixel capacity, and dual Gigabit Ethernet for stable LED display control.","1","1","2","557","False","20637"
"products\hd-r716-receiving-card\index.html","HD-R716 Receiving Card | LED Display Controller","HD-R716 receiving card with 16 HUB75E ports, 327,680 pixel capacity, 1/128 scan support, and dual Gigabit Ethernet for high-resolution LED video walls.","1","1","2","575","False","20637"
"products\hd-vp-410-video-processor\index.html","HD-VP410 LED Video Processor | 4 Input LED Controller","HD-VP410 video processor with 4 input ports and stable scaling for medium LED screens, rentals, and indoor installations.","1","1","2","455","False","20645"
"products\hd-vp820-huidu-video-processor\index.html","HD-VP820 Video Processor | 8-Channel 4K Output","HD-VP820 video processor with 8-channel input, 4K output and multi-window display for large LED video walls.","1","1","2","452","False","20647"
"products\horn-speakers\index.html","Horn Speakers | PA System Cambodia","Key Features","1","1","2","385","False","20637"
"products\huidu-hd-vp-620\index.html","HD-VP620 LED Video Processor | 6-Channel 4K Output","HD-VP620 video processor with 6-channel input, 4K output and multi-window display for LED video walls and rental screens.","1","1","2","459","False","20651"
"products\indoor-led-display\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\ingscreen-interactive-panel-18-series-110\index.html","Ingscreen Interactive Panel 18 Series 110 Inch | 4K Smart Board","110-inch 4K UHD interactive flat panel with 20-point touch for auditoriums and premium boardrooms.","1","1","2","436","False","20664"
"products\ingscreen-interactive-panel-18-series-55\index.html","Ingscreen Interactive Panel 18 Series 55 Inch | 4K Smart Board","55-inch 4K UHD interactive flat panel with 20-point touch, Android OS, and wireless sharing for classrooms and meetings.","1","1","2","447","False","20662"
"products\ingscreen-interactive-panel-18-series-65\index.html","Ingscreen Interactive Panel 18 Series 65 Inch | 4K Smart Board","65-inch 4K UHD interactive flat panel with 20-point touch, Android OS, and wireless sharing for classrooms and offices.","1","1","2","442","False","20662"
"products\ingscreen-interactive-panel-18-series-86\index.html","Ingscreen Interactive Panel 18 Series 86 Inch | 4K Smart Board","86-inch 4K UHD interactive flat panel with 20-point touch for large classrooms and meeting rooms.","1","1","2","434","False","20662"
"products\ingscreen-interactive-panel-18-series-96\index.html","Ingscreen Interactive Panel 18 Series 96 Inch | 4K Smart Board","96-inch 4K UHD interactive flat panel with multi-touch and Android OS for large classrooms and conference rooms.","1","1","2","436","False","20662"
"products\interactive-flat-panel\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\interactive-panel-18-series-75\index.html","Interactive Panel 18 Series 75 Inch | 4K Smart Board","75-inch 4K UHD interactive flat panel with 20/40-point touch for smart classrooms and training rooms.","1","1","2","440","False","20652"
"products\ip-based-amplifiers-terminals\index.html","IP-based amplifiers &amp; terminals | PA System Cambodia","Key Features of IP Network Audio System:","1","1","2","361","False","20675"
"products\ip-based-amplifiers-terminals-2\index.html","IP based amplifiers &amp; terminals | PA System Cambodia","Key Features","1","1","2","363","False","20677"
"products\ip-paging-microphones\index.html","IP paging microphones | PA System Cambodia","Key Features","1","1","2","361","False","20653"
"products\ir-transmitters-receivers\index.html","IR Transmitter &amp; Receiver | PA System Cambodia","IR Transmitter &amp; Receiver for PA system installations in Cambodia.","1","1","2","387","False","20665"
"products\led-controller\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\led-display\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\led-display\power-supply\index.html","LED Power Supply Cambodia | Best Price &amp; Installation","High-quality LED power supplies in Cambodia for indoor and outdoor LED displays. Stable voltage, safety protections, and expert selection support for long-term reliability.","1","17","1","2792","False","25106"
"products\led-display\receiving-card\index.html","LED Receiving Card Cambodia | Best Price &amp; Installation","High-performance LED receiving cards for indoor and outdoor LED displays in Cambodia. Stable data transfer, wide IC compatibility, flexible scan modes, and professional setup support.","1","17","1","2855","False","25153"
"products\led-display\video-processor\index.html","LED Video Processor Cambodia | Best Price &amp; Installation","Professional LED video processors in Cambodia for smooth scaling, multi-input switching, and stable LED wall output. Ideal for indoor &amp; outdoor LED displays with expert setup support.","1","17","1","2844","False","25110"
"products\led-video-processor\index.html","HD-VP-210H LED Video Processor | 4K LED Wall Controller","HD-VP-210H LED video processor with multi-input switching and smooth scaling for LED video walls and billboards.","1","1","2","477","False","20650"
"products\mixer-amplifiers\index.html","Mixer amplifiers | PA System Cambodia","Mixer amplifiers for PA system installations in Cambodia.","1","1","2","382","False","20643"
"products\multi-zone-amplifiers\index.html","Multi-zone amplifiers | PA System Cambodia","Multi-zone amplifiers for PA system installations in Cambodia.","1","1","2","380","False","20653"
"products\network-audio-management-software\index.html","Network Audio Management Software | PA System Cambodia","Centralized network audio management software for multi-zone PA systems in Cambodia.","1","1","2","516","False","20677"
"products\outdoor-led-display\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\p1-25mm-indoor-led-display-module\index.html","P1.25mm Indoor LED Display Module","Buy P1.25mm Indoor LED Display Module from Mugnee ??? ultra-high resolution display for control rooms, studios, and premium indoor signage.","1","1","2","631","False","21981"
"products\p1-53mm-indoor-led-display-module\index.html","P1.53mm Indoor LED Display Module","P1.53 indoor LED display module with SMD1212 LEDs, 320 x 160mm module size and high refresh.","1","1","2","617","False","23048"
"products\p1-86-indoor-led-video-wall-display\index.html","P1.86 Indoor LED Video Wall Display","P1.86 indoor LED video wall display with SMD1515 LEDs and 320 x 160mm module size.","1","1","2","544","False","23144"
"products\p10-outdoor-led-sign-board-price-in-cambodia\index.html","P10 Outdoor LED Sign Board Price in Cambodia | Roadside Display","P10 outdoor LED sign board solution in Cambodia for long-distance viewing, roadside advertising, and cost-effective large format display.","1","1","2","643","False","22006"
"products\p2-5-indoor-led-display-module\index.html","P2.5 Indoor LED Display Module Price in Cambodia","P2.5 indoor LED display module for clear close-view visuals in Cambodia. Ideal for retail, meeting rooms, and showroom video wall projects.","1","1","2","580","False","22055"
"products\p2-5-outdoor-led-display\index.html","P2.5 Outdoor LED Display in Cambodia | High Clarity Billboard","P2.5 outdoor LED display for Cambodia projects requiring high clarity, strong brightness, and reliable weather-ready performance.","1","1","2","659","False","20728"
"products\p2-indoor-led-display-board-price-in-cambodia\index.html","P2 Indoor LED Display Board","P2 indoor LED display board with SMD1515 LEDs and 320 x 160mm module size.","1","1","2","533","False","23087"
"products\p3-indoor-led-display-module\index.html","P3 Indoor LED Display Module in Cambodia | Price &amp; Specs","P3 indoor LED display module with balanced clarity and budget for Cambodia businesses. Compare specs and request project quotation.","1","1","2","551","False","22029"
"products\p3-outdoor-led-display-module\index.html","P3 Outdoor LED Display Module in Cambodia | Brightness &amp; Durability","P3 outdoor LED display module for Cambodia with strong brightness and durable cabinet compatibility for commercial advertising screens.","1","1","2","592","False","20724"
"products\p4-indoor-led-display-module\index.html","P4 Indoor LED Display Module","P4 indoor LED display module with SMD2020 LEDs and 320 x 160mm module size.","1","1","2","532","False","23569"
"products\p4-outdoor-led-display-screen-panel-module\index.html","P4 Outdoor LED Display Module in Cambodia | Billboard Solution","P4 outdoor LED display module for Cambodia billboard projects with practical viewing distance, stable output, and installation support.","1","1","2","647","False","20705"
"products\p5-indoor-led-display-module\index.html","P5 Indoor LED Display Module","P5 indoor LED module with 5.0mm pixel pitch, SMD2121 LEDs and IP50 protection.","1","1","2","547","False","22027"
"products\p5-outdoor-led-display-module\index.html","P5 Outdoor LED Display Module","P5 outdoor LED module with SMD1921 LEDs, 320 x 160 mm size, and 4,500-5,000 cd/m2 brightness.","1","1","2","642","False","22054"
"products\p6-67-outdoor-led-display-module\index.html","P6.67 Outdoor LED Display Module","P6.67 outdoor LED module with SMD2727 LEDs, 320 x 160 mm size, and 4,500-5,000 cd/m2 brightness.","1","1","2","635","False","22072"
"products\p6-outdoor-led-display\index.html","P6 Outdoor LED Display | High Brightness &amp; Weatherproof","P6 outdoor LED display with SMD2727 LEDs, 192 x 192 mm module size, and 4,500-5,000 cd/m2 brightness.","1","1","2","638","False","22007"
"products\p8-outdoor-led-display\index.html","P8 Outdoor LED Display Screen for Advertising","P8 outdoor LED display with SMD2727 LEDs, 320 x 160 mm size, and 4,000-4,500 cd/m2 brightness.","1","1","2","637","False","21969"
"products\pa-matrix-controller\index.html","PA Matrix Controller | PA System Cambodia","Key Features ???Matrix Routing: 8 Audio Inputs ?? 8 Zone Outputs ???Digital Control: Full Matrix DSP with Zone Assignment ???Control Options: Front Panel, Remote Paging Mic, or PC Software ???Input Types: MIC/LINE Selectable Inputs with Phantom Power ???Output Types: Balanced Line Outputs (Zone Selectable) ???Audio Processing: Built-in DSP for EQ, Gain, Priority, Delay ???Display: LCD Display with Navigation Buttons ???Communication Port: RS-232 / RS-485 / TCP/IP ???Remote Control: Compatible with Wall Controllers &amp;amp; Paging Stations ???Power Supply: AC 110V???240V, 50/60Hz ???Mount Type: Standard 2U Rack-Mount ???Warranty: 2 Years","1","1","2","556","False","20651"
"products\pa-system\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\paging-microphones\index.html","Paging Microphones | PA System Cambodia","Key Features","1","1","2","389","False","20647"
"products\pendant-projection-speakers\index.html","Pendant/Projection Speakers | PA System Cambodia","Pendant/Projection Speakers for PA system installations in Cambodia.","1","1","2","387","False","20665"
"products\portable-pa-setups\index.html","Portable PA Setups | PA System Cambodia","Key Features","1","1","2","387","False","20647"
"products\premium-quality-interactive-screen-55\index.html","55&quot; Interactive Smart Board in Cambodia","Premium 55-inch interactive screen for classrooms and meeting rooms in Cambodia.","1","1","2","364","False","20660"
"products\premium-quality-interactive-screen-65\index.html","65&quot; Interactive Smart Board in Cambodia","Premium 65-inch interactive screen for classrooms and meeting rooms in Cambodia.","1","1","2","363","False","20660"
"products\premium-quality-interactive-screen-75\index.html","75&quot; Interactive Smart Board in Cambodia","Premium 75-inch interactive screen for classrooms and meeting rooms in Cambodia.","1","1","2","363","False","20660"
"products\premium-quality-interactive-screen-85\index.html","85&quot; Interactive Smart Board in Cambodia","Premium 85-inch interactive screen for classrooms and meeting rooms in Cambodia.","1","1","2","364","False","20660"
"products\premium-quality-interactive-screen-98\index.html","98&quot; Interactive Smart Board in Cambodia","Premium 98-inch interactive screen for smart classrooms and meeting rooms in Cambodia.","1","1","2","374","False","20660"
"products\quantum-speed-gate-ds-q60\index.html","Quantum Speed Gate DS-Q60 for Secure Access Control in Cambodia","Quantum Speed Gate DS-Q60 features steel cabinet, plexiglass or tempered glass arm, 45 persons/min flow, IP54/IP65 option, IR sensors.","1","1","2","386","False","20687"
"products\quantum-tripod-turnstile-ds-q50\index.html","Quantum Tripod Turnstile DS-Q50 for Secure Access in Cambodia","Quantum Tripod Turnstile DS-Q50 features steel body, stainless steel arms, 35 persons/min flow, LED strip indicator, low power access control.","1","1","2","385","False","20691"
"products\quantum-tripod-turnstile-ds-q50s\index.html","Quantum Tripod Turnstile DS-Q50S for Secure Access in Cambodia","Quantum Tripod Turnstile DS-Q50S features steel body, stainless steel arms, 35 persons/min flow, LED indicators, low power access control.","1","1","2","377","False","20693"
"products\r-712-receiving-card\index.html","R-712 Receiving Card | LED Display Receiver","R-712 receiving card with 12 HUB75E ports, 131,072 pixel capacity, and synchronous/asynchronous control support for LED display systems.","1","1","2","524","False","20633"
"products\r-732-receiving-card\index.html","R-732 Receiving Card | High Pixel LED Receiver","R-732 receiving card with 8x HUB320, 256 x 1024 pixel capacity, dual Gigabit Ethernet, and flexible scan support for fine-pitch LED screens.","1","1","2","529","False","21866"
"products\remote-control-wall-panel\index.html","Remote Control Wall Panel | PA System Cambodia","Key Features Function: Zone Volume &amp;amp; Source Selection Control Compatibility: Works with Lucky Tone Matrix Controllers (e.g., DPM-8000) User Interface: Rotary Encoder Knob + LCD Display Zones: Assignable to Specific Zones or Global Control Control Type: Digital Communication via RS-485 Display Type: Backlit LCD with Real-Time Feedback Panel Design: Wall-Mountable Standard EU/US Box Size Material: High-Grade ABS Plastic with Glass or Acrylic Faceplate Power Supply: 24V DC (Provided by Matrix Controller or External Adapter) Wiring: Uses Standard CAT5/CAT6 Cabling Warranty: 1 Year","1","1","2","558","False","20661"
"products\scheduler-based-audio-control-system\index.html","Scheduler Based Audio Control System | PA System Cambodia","Key Features ??? Function: Automatic Audio Playback &amp;amp; Zone Scheduling ??? Scheduling Options: Daily, Weekly, Monthly Event Schedules ??? Control Interface: Touchscreen LCD Display ??? Playback Support: MP3/WAV via USB &amp;amp; Internal Storage ??? Zone Control: Supports Up to 8 Output Zones ??? Internal Storage: Built-in Flash Memory (Up to 16GB) ??? External Storage: USB Port for Additional Audio Files ??? Audio Outputs: 100V Line or RCA Outputs ??? Connectivity: RS-485 / TCP-IP / USB ??? Power Supply: AC 110V???240V, 50/60Hz ??? Mount Type: Standard 1U Rack-Mountable ??? Warranty: 1 Year","1","1","2","485","False","20683"
"products\skyworth-smart-board-4k-75\index.html","Skyworth 75&quot; 4K Smart Board in Cambodia","Skyworth 75-inch 4K smart board for classrooms and training rooms in Cambodia.","1","1","2","365","False","20649"
"products\skyworth-smart-board-4k-86\index.html","Skyworth 86&quot; 4K Smart Board in Cambodia","Skyworth 86-inch 4K smart board for classrooms and meeting rooms in Cambodia.","1","1","2","365","False","20649"
"products\smart-board-55\index.html","Smart Board 55&quot; in Cambodia","55-inch interactive smart board for classrooms and meeting rooms in Cambodia.","1","1","2","358","False","20637"
"products\smart-board-65\index.html","Smart Board 65&quot; in Cambodia","65-inch interactive smart board for classrooms and meeting rooms in Cambodia.","1","1","2","357","False","20637"
"products\smart-board-75\index.html","Smart Board 75&quot; in Cambodia","75-inch interactive smart board for classrooms and meetings in Cambodia.","1","1","2","357","False","20637"
"products\smart-board-86\index.html","Smart Board 86&quot; in Cambodia","86-inch interactive smart board for classrooms and meeting rooms in Cambodia.","1","1","2","356","False","20637"
"products\source-player-usb-fm-mp3\index.html","Source Player (USB/FM/MP3) | PA System Cambodia","Key Features","1","1","2","391","False","20661"
"products\speed-lane-turnstile-automatic-pedestrian-access-gate\index.html","Speed Lane Turnstile ??? Automatic Pedestrian Access Gate in Cambodia","Key Features 304 stainless steel construction with modern design Programmable operation modes for various access needs Anti-collision safety with gentle gate retraction Automatic reset after timeout (1???60 seconds) Integration with access control, ticketing, and ESD systems Advanced infrared sensor array for safety and security LED direction indicators for clear entry/exit guidance Bi-directional operation with remote control support Handles 30???45 persons per minute","1","1","2","433","False","20721"
"products\swing-turnstile-mechanical-automatic-barrier-gate\index.html","Swing Turnstile ??? Mechanical Automatic Barrier Gate in Cambodia","Key Features Configurable for auto, one-way, or bi-directional access 304 stainless steel construction with 1.5 mm thickness Anti-collision mechanism for user safety Automatic reset function (1???60 seconds) Infrared safety sensors: 2 pairs anti-collision + 2 pairs alarm LED direction indicators on each cabinet Remote control and monitoring support Integration with access control, ticketing, and biometric systems Service life up to 5 million cycles","1","1","2","421","False","20713"
"products\tgw-pt020-counter-sliding-gate-turnstile\index.html","TGW-PT020 Counter Sliding Gate Turnstile in Cambodia","Key Features Integrated LED counters for real-time entry/exit tracking 304 stainless steel cabinet with acrylic sliding panels Silent brushless DC motor for smooth, durable operation Supports RFID, QR code, barcode, and biometric authentication Multiple infrared sensors prevent tailgating and collisions Auto-reset mechanism for enhanced security Adjustable passage width: 550???900 mm Fast opening speed: 0.5???1.0 seconds Service life of up to 5 million operations","1","1","2","428","False","20691"
"products\traditional-pa-amplifiers\index.html","Traditional PA amplifiers | PA System Cambodia","Key Features:","1","1","2","384","False","20661"
"products\tripod-turnstile-gate-ds1000\index.html","Tripod Turnstile Gate DS1000 for Secure Access Control in Cambodia","Tripod Turnstile gate DS1000 features 304 stainless steel body, single/bi-directional access, 35 persons/min flow, LED indicator, reliable access control.","1","1","2","384","False","20693"
"products\tripod-turnstile-gate-ds112\index.html","Tripod Turnstile Gate DS112 for Secure Access Control in Cambodia","Key Features: ??? Framework Material : 304 Full Stainless Steel??? Passing Direction : Single / Bi-directional??? Passage Width : 550 mm (Arm Length 500 mm)??? Passing Speed : Up to 35 Persons / Minute??? LED Indicator : Yes??? Emergency Function : Automatic Arm Open When Power Off??? Operation Voltage : 24V DC??? Power Supply : AC 110V / 220V, 50/60Hz??? Power Consumption : 40W??? Working Environment : Indoor / Outdoor??? Communication Interface : Dry Contact, Relay Signal, RS485","1","1","2","423","False","20691"
"products\tripod-turnstiles-2\index.html","Tripod Turnstiles Gate in Cambodia","Key Features: Three-arm tripod mechanism for controlled single-person access High-grade stainless steel body for durability and corrosion resistance Smooth and fast operation for high-traffic environments Supports RFID card, fingerprint, face recognition, QR code &amp;amp; ticketing systems Bi-directional access with configurable entry/exit control Anti-tailgating design to prevent unauthorized access Emergency drop-arm / free-pass function during power failure Low power consumption and minimal maintenance Suitable for indoor and semi-outdoor installations Ideal for offices, factories, metro stations, stadiums, and campuses","1","1","2","426","False","20652"
"products\turnstile-gate\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"products\turnstile-gate-ds-q30\index.html","Quantum Optical Flap Turnstile Gate DS-Q30 in Cambodia","Quantum Optical Flap Turnstile gate DS-Q30 for secure access control. Supports bi-directional flow, tempered glass, infrared sensors, and indoor &amp;amp; outdoor use.","1","1","2","383","False","20674"
"products\turnstile-gate-dsn-30\index.html","Optical Flap Turnstile Gate DSN-30 in Cambodia","The Optical Flap Turnstile Gate DSN-30 with a stainless steel body, bi-directional access, infrared sensors, and fast flow rate is ideal for indoor and outdoor security control.","1","1","2","389","False","20666"
"products\vanwinda-smart-board-4k-65\index.html","VANWINDA 65&quot; 4K Smart Board in Cambodia","VANWINDA 65-inch 4K smart board for classrooms and meetings in Cambodia.","1","1","2","365","False","20653"
"products\vanwinda-smart-board-4k-75\index.html","VANWINDA 75&quot; 4K Smart Board in Cambodia","VANWINDA 75-inch 4K smart board for classrooms and meetings in Cambodia.","1","1","2","366","False","20653"
"products\vanwinda-smart-board-4k-86\index.html","VANWINDA 86&quot; 4K Smart Board in Cambodia","VANWINDA 86-inch 4K smart board for large classrooms and training rooms in Cambodia.","1","1","2","368","False","20653"
